date,symbol,borrow_apy,utilization
2025-07-31,USDT,3.9919872594815997,89.71082386788186
2025-08-07,USDT,5.7592630974528,90.48867864032381
2025-08-14,USDT,6.7614455499984,90.76706265484293
2025-08-21,USDT,8.1680332792032,91.15778146879963
2025-08-28,USDT,3.9722769630432,89.00125882562958
2025-09-04,USDT,7.6592587874544,91.01645522133495
2025-09-11,USDT,3.981887111232,89.34722148010624
2025-09-18,USDT,6.0037692362496005,90.55659701277588
2025-09-25,USDT,4.719566548296,90.19987404379066
2025-10-02,USDT,5.331218592873601,90.36977738966773
2025-10-09,USDT,6.432319127304,90.67563864927244
2025-10-16,USDT,3.9658570060751996,88.77014222551803
2025-10-23,USDT,3.9892102655472,89.61085288926384
2025-10-30,USDT,3.9853882568736,89.47326172744195
2025-11-06,USDT,3.9205955108015997,87.14074146885191
2025-11-13,USDT,3.9963906311615998,89.86934397865637
2025-11-20,USDT,3.9943697822064,89.79659401128994
2025-11-27,USDT,3.7569791142432,81.2505982890909
2025-12-04,USDT,3.8634471321264,85.08341629208887
2025-12-11,USDT,4.293052413264,90.08139789516225
2025-12-18,USDT,3.7484131608576,80.94222642825592
2025-12-25,USDT,3.9933646100496,89.7604081455572
2026-01-01,USDT,3.7748531482415997,81.89405834738366
2026-01-08,USDT,3.955675334112,88.4036050018261
2026-01-15,USDT,4.954551438888,90.26514762463579
2026-01-22,USDT,3.9023163022752003,86.48269526948059
2026-01-29,USDT,3.8549136261311996,84.7762125679171
2026-02-05,USDT,3.3772062697488003,67.57888530315022
2026-02-12,USDT,3.1546493572464,59.566900517497686
2026-02-19,USDT,3.3275112196896,65.78987774349336
2026-02-26,USDT,3.1891373444448,60.80845816090038
2026-03-05,USDT,3.2425933494816,62.732858877869646
2026-03-12,USDT,3.1167576485712,58.202809943807765
